time,class,cpu,mem
2015-03-25 00:44:39,flavor6,2,8192
2015-03-25 00:51:56,flavor8,4,8192
2015-03-25 00:51:57,flavor8,4,8192
2015-03-25 00:51:58,flavor8,4,8192
2015-03-25 00:52:05,flavor8,4,8192
2015-03-25 00:52:06,flavor8,4,8192
2015-03-25 00:52:06,flavor8,4,8192
2015-03-25 00:52:15,flavor8,4,8192
2015-03-25 00:52:15,flavor8,4,8192
2015-03-25 00:52:16,flavor8,4,8192
2015-03-25 00:52:17,flavor8,4,8192
2015-03-25 00:53:49,flavor8,4,8192
2015-03-25 00:53:49,flavor8,4,8192
2015-03-25 00:53:59,flavor8,4,8192
2015-03-25 02:30:03,flavor8,4,8192
2015-03-25 02:30:12,flavor8,4,8192
2015-03-25 02:30:40,flavor9,4,16384
2015-03-25 02:30:58,flavor21,64,262144
2015-03-25 03:08:46,flavor8,4,8192
2015-03-25 17:35:06,flavor8,4,8192
2015-03-25 20:03:53,flavor8,4,8192
2015-03-25 20:04:02,flavor8,4,8192
2015-03-25 20:04:02,flavor8,4,8192
2015-03-26 01:06:54,flavor8,4,8192
2015-03-26 01:07:04,flavor8,4,8192
2015-03-26 01:07:11,flavor8,4,8192
2015-03-26 01:07:30,flavor8,4,8192
2015-03-26 01:21:03,flavor8,4,8192
2015-03-27 02:08:11,flavor11,8,16384
2015-03-27 17:24:02,flavor8,4,8192
2015-03-27 17:24:03,flavor8,4,8192
2015-03-27 17:24:11,flavor8,4,8192
2015-03-27 17:24:13,flavor8,4,8192
2015-03-27 17:24:13,flavor8,4,8192
2015-03-27 17:24:21,flavor8,4,8192
2015-03-27 17:37:45,flavor8,4,8192
2015-03-27 17:48:56,flavor5,2,4096
2015-03-27 17:49:05,flavor8,4,8192
2015-03-27 17:49:15,flavor5,2,4096
2015-03-27 17:49:23,flavor5,2,4096
2015-03-27 17:49:34,flavor5,2,4096
2015-03-27 17:49:35,flavor5,2,4096
2015-03-27 20:25:50,flavor9,4,16384
2015-03-28 09:29:21,flavor4,2,2048
2015-03-29 16:38:52,flavor4,2,2048
2015-03-29 18:36:00,flavor8,4,8192
2015-03-29 18:36:09,flavor8,4,8192
2015-03-29 18:36:10,flavor8,4,8192
2015-03-29 18:36:20,flavor8,4,8192
2015-03-29 18:36:28,flavor8,4,8192
2015-03-29 18:36:29,flavor8,4,8192
2015-03-29 19:41:53,flavor3,1,4096
2015-03-29 19:43:17,flavor8,4,8192
2015-03-29 19:53:34,flavor3,1,4096
2015-03-29 20:56:48,flavor10,8,8192
2015-03-29 23:46:17,flavor9,4,16384
2015-03-30 00:40:12,flavor8,4,8192
2015-03-30 00:40:23,flavor8,4,8192
2015-03-30 00:52:40,flavor1,1,1024
2015-03-30 19:06:40,flavor14,16,32768
2015-03-30 19:36:35,flavor11,8,16384
2015-03-30 19:36:35,flavor11,8,16384
2015-03-30 19:36:46,flavor11,8,16384
2015-03-30 19:37:14,flavor13,16,16384
2015-03-30 20:18:04,flavor5,2,4096
2015-03-30 22:03:51,flavor11,8,16384
2015-03-30 22:17:17,flavor6,2,8192
2015-03-30 22:17:25,flavor6,2,8192
2015-03-31 04:32:35,flavor1,1,1024
2015-03-31 18:01:19,flavor4,2,2048
2015-03-31 22:12:59,flavor1,1,1024
2015-03-31 22:15:00,flavor8,4,8192
2015-04-01 02:02:48,flavor13,16,16384
2015-04-01 02:40:51,flavor10,8,8192
2015-04-01 02:41:00,flavor10,8,8192
2015-04-01 02:41:01,flavor10,8,8192
2015-04-01 02:41:02,flavor10,8,8192
2015-04-01 02:41:10,flavor10,8,8192
2015-04-01 02:41:12,flavor10,8,8192
2015-04-01 02:41:21,flavor10,8,8192
2015-04-01 02:42:43,flavor13,16,16384
2015-04-01 02:42:43,flavor13,16,16384
2015-04-01 02:42:43,flavor13,16,16384
2015-04-01 02:42:43,flavor13,16,16384
2015-04-01 02:44:38,flavor13,16,16384
2015-04-01 02:44:45,flavor13,16,16384
2015-04-01 02:44:46,flavor13,16,16384
2015-04-01 02:44:46,flavor13,16,16384
2015-04-01 02:44:54,flavor13,16,16384
2015-04-01 02:44:54,flavor13,16,16384
2015-04-01 02:44:55,flavor13,16,16384
2015-04-01 02:45:04,flavor13,16,16384
2015-04-01 02:45:04,flavor13,16,16384
2015-04-01 02:45:04,flavor13,16,16384
2015-04-01 02:45:05,flavor13,16,16384
2015-04-01 02:45:06,flavor13,16,16384
2015-04-01 02:46:29,flavor13,16,16384
2015-04-01 02:46:37,flavor13,16,16384
2015-04-01 02:46:38,flavor13,16,16384
2015-04-01 02:46:56,flavor13,16,16384
2015-04-01 02:46:57,flavor13,16,16384
2015-04-01 02:46:57,flavor13,16,16384
2015-04-01 02:46:58,flavor13,16,16384
2015-04-01 04:15:18,flavor10,8,8192
2015-04-01 17:50:59,flavor5,2,4096
2015-04-01 18:01:37,flavor11,8,16384
2015-04-01 18:01:45,flavor11,8,16384
2015-04-01 18:01:46,flavor11,8,16384
2015-04-01 18:01:54,flavor11,8,16384
2015-04-01 18:01:55,flavor11,8,16384
2015-04-01 19:24:32,flavor8,4,8192
2015-04-01 19:51:49,flavor12,8,32768
2015-04-01 20:31:19,flavor8,4,8192
2015-04-01 20:31:19,flavor8,4,8192
2015-04-01 20:31:22,flavor8,4,8192
2015-04-01 20:31:30,flavor8,4,8192
2015-04-01 21:06:48,flavor3,1,4096
2015-04-02 00:08:02,flavor1,1,1024
2015-04-02 02:00:36,flavor14,16,32768
2015-04-02 02:00:36,flavor14,16,32768
2015-04-02 02:00:45,flavor14,16,32768
2015-04-02 18:51:19,flavor14,16,32768
2015-04-02 18:51:29,flavor14,16,32768
2015-04-02 18:51:29,flavor14,16,32768
2015-04-02 20:52:18,flavor14,16,32768
2015-04-02 20:52:18,flavor14,16,32768
2015-04-02 20:52:18,flavor14,16,32768
2015-04-02 20:52:27,flavor14,16,32768
2015-04-03 04:39:39,flavor8,4,8192
2015-04-03 09:29:57,flavor4,2,2048
2015-04-05 19:31:20,flavor9,4,16384
2015-04-05 19:31:21,flavor9,4,16384
2015-04-05 19:48:32,flavor5,2,4096
2015-04-05 19:49:00,flavor5,2,4096
2015-04-05 19:59:48,flavor5,2,4096
2015-04-05 19:59:48,flavor5,2,4096
2015-04-05 20:00:12,flavor5,2,4096
2015-04-05 20:00:25,flavor5,2,4096
2015-04-05 20:00:36,flavor5,2,4096
2015-04-05 20:22:03,flavor3,1,4096
2015-04-05 21:53:21,flavor8,4,8192
2015-04-05 23:46:28,flavor5,2,4096
2015-04-05 23:46:29,flavor5,2,4096
2015-04-05 23:50:04,flavor5,2,4096
2015-04-05 23:50:14,flavor8,4,8192
2015-04-05 23:50:33,flavor8,4,8192
2015-04-06 00:08:42,flavor9,4,16384
2015-04-06 00:08:51,flavor6,2,8192
2015-04-06 00:08:52,flavor9,4,16384
2015-04-06 22:29:28,flavor8,4,8192
2015-04-06 23:08:15,flavor8,4,8192
2015-04-07 00:20:39,flavor14,16,32768
2015-04-07 00:20:39,flavor14,16,32768
2015-04-07 00:20:48,flavor14,16,32768
2015-04-07 19:37:47,flavor6,2,8192
2015-04-07 20:19:32,flavor4,2,2048
2015-04-07 23:32:34,flavor8,4,8192
2015-04-08 01:34:41,flavor9,4,16384
2015-04-08 18:00:12,flavor3,1,4096
2015-04-08 18:48:54,flavor8,4,8192
2015-04-08 22:28:10,flavor8,4,8192
2015-04-08 22:28:21,flavor8,4,8192
2015-04-08 22:51:22,flavor15,16,65536
2015-04-08 22:51:23,flavor15,16,65536
2015-04-08 22:51:32,flavor1,1,1024
2015-04-09 01:43:32,flavor6,2,8192
2015-04-09 07:07:57,flavor7,4,4096
2015-04-09 17:44:18,flavor3,1,4096
2015-04-09 19:32:37,flavor11,8,16384
2015-04-09 19:49:12,flavor11,8,16384
2015-04-09 22:32:14,flavor3,1,4096
2015-04-10 00:37:56,flavor9,4,16384
2015-04-10 00:37:56,flavor9,4,16384
2015-04-10 05:28:22,flavor12,8,32768
2015-04-10 05:57:23,flavor12,8,32768
2015-04-11 02:05:56,flavor12,8,32768
2015-04-11 08:04:11,flavor5,2,4096
2015-04-11 08:06:51,flavor5,2,4096
2015-04-11 08:13:27,flavor8,4,8192
2015-04-11 08:16:36,flavor5,2,4096
2015-04-12 00:32:02,flavor9,4,16384
2015-04-12 18:08:29,flavor5,2,4096
2015-04-12 19:16:03,flavor11,8,16384
2015-04-12 23:17:41,flavor9,4,16384
2015-04-13 06:02:09,flavor4,2,2048
2015-04-13 18:09:45,flavor11,8,16384
2015-04-13 19:32:05,flavor9,4,16384
2015-04-13 19:32:13,flavor9,4,16384
2015-04-13 20:36:51,flavor8,4,8192
2015-04-13 23:20:06,flavor2,1,2048
2015-04-13 23:56:57,flavor8,4,8192
2015-04-14 00:33:11,flavor11,8,16384
2015-04-14 09:29:14,flavor4,2,2048
2015-04-14 16:58:13,flavor6,2,8192
2015-04-14 17:38:10,flavor3,1,4096
2015-04-14 23:40:08,flavor8,4,8192
2015-04-14 23:42:38,flavor11,8,16384
2015-04-14 23:43:33,flavor11,8,16384
2015-04-14 23:43:51,flavor22,128,131072
2015-04-15 23:27:23,flavor5,2,4096
2015-04-15 23:27:33,flavor5,2,4096
2015-04-15 23:27:40,flavor5,2,4096
2015-04-15 23:27:41,flavor5,2,4096
2015-04-16 23:40:55,flavor8,4,8192
2015-04-16 23:41:06,flavor8,4,8192
2015-04-16 23:44:05,flavor8,4,8192
2015-04-16 23:44:33,flavor8,4,8192
2015-04-16 23:46:44,flavor8,4,8192
2015-04-16 23:47:49,flavor8,4,8192
2015-04-16 23:48:08,flavor8,4,8192
2015-04-16 23:48:19,flavor8,4,8192
2015-04-16 23:54:25,flavor8,4,8192
2015-04-16 23:54:35,flavor8,4,8192
2015-04-16 23:56:46,flavor8,4,8192
2015-04-16 23:56:46,flavor8,4,8192
2015-04-16 23:57:34,flavor8,4,8192
2015-04-16 23:57:42,flavor8,4,8192
2015-04-17 00:01:18,flavor8,4,8192
2015-04-17 00:01:29,flavor8,4,8192
2015-04-17 00:02:43,flavor8,4,8192
2015-04-17 00:02:44,flavor8,4,8192
2015-04-17 00:03:12,flavor8,4,8192
2015-04-17 00:03:13,flavor8,4,8192
2015-04-17 00:04:17,flavor8,4,8192
2015-04-17 00:04:27,flavor8,4,8192
2015-04-17 00:04:47,flavor8,4,8192
2015-04-17 00:05:05,flavor8,4,8192
2015-04-17 00:47:28,flavor6,2,8192
2015-04-17 16:30:02,flavor10,8,8192
2015-04-19 17:20:17,flavor8,4,8192
2015-04-19 19:14:47,flavor8,4,8192
2015-04-19 19:23:22,flavor8,4,8192
2015-04-20 00:58:02,flavor5,2,4096
2015-04-20 02:03:08,flavor9,4,16384
2015-04-20 04:10:48,flavor11,8,16384
2015-04-20 19:11:14,flavor11,8,16384
2015-04-20 20:32:18,flavor2,1,2048
2015-04-21 01:28:01,flavor7,4,4096
2015-04-21 17:58:32,flavor11,8,16384
2015-04-21 17:58:43,flavor8,4,8192
2015-04-21 17:58:43,flavor5,2,4096
2015-04-21 17:58:50,flavor8,4,8192
2015-04-21 17:58:50,flavor5,2,4096
2015-04-21 17:58:52,flavor8,4,8192
2015-04-21 19:36:17,flavor2,1,2048
2015-04-21 19:36:26,flavor2,1,2048
2015-04-21 19:36:27,flavor2,1,2048
2015-04-21 19:36:28,flavor2,1,2048
2015-04-21 22:59:53,flavor2,1,2048
2015-04-21 22:59:54,flavor2,1,2048
2015-04-21 22:59:54,flavor2,1,2048
2015-04-21 23:00:04,flavor2,1,2048
2015-04-22 00:28:58,flavor2,1,2048
2015-04-22 00:28:58,flavor2,1,2048
2015-04-22 00:29:06,flavor2,1,2048
2015-04-22 00:29:08,flavor2,1,2048
2015-04-22 00:29:25,flavor2,1,2048
2015-04-22 00:29:26,flavor2,1,2048
2015-04-22 00:29:27,flavor2,1,2048
2015-04-22 00:29:34,flavor2,1,2048
2015-04-22 01:38:43,flavor14,16,32768
2015-04-22 05:26:13,flavor6,2,8192
2015-04-22 22:50:39,flavor8,4,8192
2015-04-22 22:50:40,flavor8,4,8192
2015-04-22 23:15:16,flavor11,8,16384
2015-04-22 23:15:27,flavor11,8,16384
2015-04-23 17:40:02,flavor22,128,131072
2015-04-23 22:06:01,flavor14,16,32768
2015-04-24 01:39:33,flavor1,1,1024
2015-04-24 04:10:16,flavor8,4,8192
2015-04-24 23:14:43,flavor11,8,16384
2015-04-24 23:14:44,flavor11,8,16384
2015-04-24 23:14:44,flavor11,8,16384
2015-04-24 23:14:53,flavor11,8,16384
2015-04-24 23:15:04,flavor11,8,16384
2015-04-24 23:17:51,flavor8,4,8192
2015-04-24 23:17:52,flavor8,4,8192
2015-04-24 23:18:02,flavor8,4,8192
2015-04-24 23:18:03,flavor8,4,8192
2015-04-24 23:18:10,flavor8,4,8192
2015-04-24 23:18:21,flavor8,4,8192
2015-04-25 06:14:00,flavor8,4,8192
2015-04-25 09:28:59,flavor4,2,2048
2015-04-26 17:47:39,flavor8,4,8192
2015-04-26 17:47:39,flavor8,4,8192
2015-04-26 17:47:40,flavor8,4,8192
2015-04-26 17:47:47,flavor8,4,8192
2015-04-26 17:55:28,flavor8,4,8192
2015-04-26 17:55:28,flavor8,4,8192
2015-04-26 17:55:29,flavor8,4,8192
2015-04-26 17:55:37,flavor8,4,8192
2015-04-26 17:57:21,flavor8,4,8192
2015-04-26 17:57:23,flavor8,4,8192
2015-04-26 17:57:30,flavor8,4,8192
2015-04-26 17:57:32,flavor8,4,8192
2015-04-26 17:59:04,flavor8,4,8192
2015-04-26 17:59:14,flavor8,4,8192
2015-04-26 17:59:15,flavor8,4,8192
2015-04-26 17:59:15,flavor8,4,8192
2015-04-26 18:04:45,flavor8,4,8192
2015-04-26 18:04:53,flavor8,4,8192
2015-04-26 18:04:54,flavor8,4,8192
2015-04-26 18:05:03,flavor8,4,8192
2015-04-26 18:06:27,flavor8,4,8192
2015-04-26 18:06:29,flavor8,4,8192
2015-04-26 18:06:36,flavor8,4,8192
2015-04-26 18:06:38,flavor8,4,8192
2015-04-26 18:13:39,flavor15,16,65536
2015-04-26 23:31:20,flavor14,16,32768
2015-04-27 00:37:15,flavor5,2,4096
2015-04-27 00:37:15,flavor5,2,4096
2015-04-27 00:37:15,flavor5,2,4096
2015-04-27 00:37:15,flavor5,2,4096
2015-04-27 00:37:15,flavor5,2,4096
2015-04-27 00:37:24,flavor5,2,4096
2015-04-27 00:37:24,flavor5,2,4096
2015-04-27 00:38:21,flavor6,2,8192
2015-04-27 00:38:39,flavor6,2,8192
2015-04-27 00:38:39,flavor6,2,8192
2015-04-27 00:38:39,flavor6,2,8192
2015-04-27 00:38:39,flavor6,2,8192
2015-04-27 02:08:43,flavor8,4,8192
2015-04-27 02:30:38,flavor12,8,32768
2015-04-27 05:23:03,flavor8,4,8192
2015-04-27 17:51:09,flavor8,4,8192
2015-04-27 18:26:22,flavor5,2,4096
2015-04-27 23:51:01,flavor2,1,2048
2015-04-27 23:51:02,flavor2,1,2048
2015-04-28 01:24:57,flavor9,4,16384
2015-04-28 02:48:12,flavor11,8,16384
2015-04-28 02:48:23,flavor11,8,16384
2015-04-28 17:53:20,flavor17,32,65536
2015-04-28 17:53:21,flavor17,32,65536
2015-04-28 17:53:29,flavor17,32,65536
2015-04-28 17:53:30,flavor17,32,65536
2015-04-28 17:53:31,flavor17,32,65536
2015-04-28 17:53:31,flavor17,32,65536
2015-04-28 17:53:39,flavor17,32,65536
2015-04-28 17:53:41,flavor17,32,65536
2015-04-28 18:05:23,flavor14,16,32768
2015-04-28 18:05:23,flavor14,16,32768
2015-04-28 18:05:23,flavor14,16,32768
2015-04-28 18:05:23,flavor14,16,32768
2015-04-28 18:05:24,flavor14,16,32768
2015-04-28 18:05:24,flavor14,16,32768
2015-04-28 18:05:24,flavor14,16,32768
2015-04-28 18:05:25,flavor14,16,32768
2015-04-28 18:05:26,flavor14,16,32768
2015-04-28 18:05:32,flavor14,16,32768
2015-04-28 18:05:33,flavor14,16,32768
2015-04-28 18:05:34,flavor14,16,32768
2015-04-28 18:05:34,flavor14,16,32768
2015-04-28 18:05:42,flavor14,16,32768
2015-04-28 18:05:43,flavor14,16,32768
2015-04-28 18:05:43,flavor14,16,32768
2015-04-28 18:05:43,flavor14,16,32768
2015-04-28 18:05:44,flavor14,16,32768
2015-04-28 18:05:44,flavor14,16,32768
2015-04-28 18:05:44,flavor14,16,32768
2015-04-28 18:05:44,flavor14,16,32768
2015-04-28 18:13:13,flavor8,4,8192
2015-04-28 18:17:28,flavor8,4,8192
2015-04-28 19:20:21,flavor7,4,4096
2015-04-28 22:25:11,flavor5,2,4096
2015-04-28 22:26:09,flavor11,8,16384
2015-04-28 22:26:55,flavor8,4,8192
2015-04-28 22:33:57,flavor11,8,16384
2015-04-28 22:50:42,flavor1,1,1024
2015-04-29 01:05:56,flavor11,8,16384
2015-04-29 02:37:37,flavor22,128,131072
2015-04-29 20:26:05,flavor8,4,8192
2015-04-29 22:33:56,flavor14,16,32768
2015-04-29 22:34:05,flavor14,16,32768
2015-04-29 22:34:33,flavor14,16,32768
2015-04-30 00:04:18,flavor14,16,32768
2015-04-30 02:24:20,flavor5,2,4096
2015-04-30 03:10:42,flavor2,1,2048
2015-04-30 03:10:43,flavor2,1,2048
2015-04-30 03:10:50,flavor2,1,2048
2015-04-30 03:10:50,flavor2,1,2048
2015-04-30 03:52:21,flavor4,2,2048
2015-04-30 06:55:27,flavor11,8,16384
2015-04-30 18:03:39,flavor14,16,32768
2015-04-30 18:36:22,flavor14,16,32768
2015-04-30 19:33:02,flavor5,2,4096
2015-04-30 20:21:45,flavor6,2,8192
2015-04-30 21:42:15,flavor8,4,8192
2015-04-30 22:11:39,flavor12,8,32768
2015-04-30 22:11:39,flavor12,8,32768
2015-04-30 22:14:28,flavor4,2,2048
2015-04-30 22:33:24,flavor1,1,1024
2015-04-30 23:50:45,flavor1,1,1024
2015-05-04 09:15:58,flavor2,1,2048
2015-05-04 09:15:59,flavor2,1,2048
2015-05-04 09:16:00,flavor2,1,2048
2015-05-04 09:16:00,flavor2,1,2048
2015-05-04 17:04:29,flavor14,16,32768
2015-05-04 17:04:29,flavor14,16,32768
2015-05-04 17:04:29,flavor14,16,32768
2015-05-04 17:04:38,flavor14,16,32768
2015-05-04 17:04:38,flavor14,16,32768
2015-05-04 17:04:38,flavor14,16,32768
2015-05-04 17:04:38,flavor14,16,32768
2015-05-04 17:13:15,flavor14,16,32768
2015-05-04 17:13:15,flavor14,16,32768
2015-05-04 17:13:15,flavor14,16,32768
2015-05-04 17:13:24,flavor14,16,32768
2015-05-04 17:13:24,flavor14,16,32768
2015-05-04 17:17:47,flavor14,16,32768
2015-05-04 17:17:57,flavor14,16,32768
2015-05-04 17:18:06,flavor14,16,32768
2015-05-04 17:18:15,flavor14,16,32768
2015-05-04 17:19:02,flavor14,16,32768
2015-05-04 18:15:34,flavor11,8,16384
2015-05-04 23:04:10,flavor9,4,16384
2015-05-04 23:04:17,flavor9,4,16384
2015-05-04 23:04:19,flavor9,4,16384
2015-05-04 23:06:03,flavor9,4,16384
2015-05-04 23:06:10,flavor9,4,16384
2015-05-04 23:06:12,flavor9,4,16384
2015-05-04 23:15:54,flavor9,4,16384
2015-05-04 23:15:54,flavor9,4,16384
2015-05-04 23:16:03,flavor9,4,16384
2015-05-04 23:16:03,flavor9,4,16384
2015-05-04 23:16:03,flavor9,4,16384
2015-05-05 00:08:11,flavor6,2,8192
2015-05-05 00:08:22,flavor5,2,4096
2015-05-05 00:26:30,flavor5,2,4096
2015-05-05 00:27:36,flavor6,2,8192
2015-05-05 18:03:46,flavor17,32,65536
2015-05-05 18:04:05,flavor8,4,8192
2015-05-05 18:45:26,flavor5,2,4096
2015-05-05 19:01:07,flavor7,4,4096
2015-05-05 21:00:21,flavor7,4,4096
2015-05-05 23:50:54,flavor5,2,4096
2015-05-05 23:57:09,flavor7,4,4096
2015-05-06 00:12:48,flavor7,4,4096
2015-05-06 00:12:58,flavor7,4,4096
2015-05-06 00:15:40,flavor5,2,4096
2015-05-06 19:10:52,flavor1,1,1024
2015-05-06 21:31:34,flavor2,1,2048
2015-05-06 21:31:45,flavor2,1,2048
2015-05-06 21:31:45,flavor2,1,2048
2015-05-06 21:31:53,flavor2,1,2048
2015-05-06 22:15:09,flavor2,1,2048
2015-05-06 22:15:17,flavor2,1,2048
2015-05-06 22:15:18,flavor2,1,2048
2015-05-06 22:15:26,flavor2,1,2048
2015-05-07 01:09:31,flavor2,1,2048
2015-05-07 01:09:32,flavor2,1,2048
2015-05-07 01:09:32,flavor2,1,2048
2015-05-07 01:09:33,flavor2,1,2048
2015-05-07 03:24:26,flavor3,1,4096
2015-05-07 17:56:32,flavor4,2,2048
2015-05-07 18:21:01,flavor8,4,8192
2015-05-08 03:38:19,flavor6,2,8192
2015-05-08 07:30:54,flavor2,1,2048
2015-05-08 07:31:05,flavor2,1,2048
2015-05-08 07:31:05,flavor2,1,2048
2015-05-08 07:31:12,flavor2,1,2048
2015-05-09 22:41:12,flavor9,4,16384
2015-05-09 23:11:46,flavor3,1,4096
2015-05-10 22:10:22,flavor9,4,16384
2015-05-11 01:00:17,flavor8,4,8192
2015-05-11 01:01:58,flavor5,2,4096
2015-05-11 02:04:39,flavor5,2,4096
2015-05-11 16:55:00,flavor5,2,4096
2015-05-11 16:55:01,flavor5,2,4096
2015-05-11 16:55:09,flavor5,2,4096
2015-05-11 17:01:43,flavor8,4,8192
2015-05-11 17:01:52,flavor8,4,8192
2015-05-11 17:05:00,flavor8,4,8192
2015-05-11 17:32:37,flavor9,4,16384
2015-05-11 17:59:16,flavor8,4,8192
2015-05-11 18:03:18,flavor8,4,8192
2015-05-11 19:12:26,flavor9,4,16384
2015-05-11 20:06:10,flavor9,4,16384
2015-05-11 20:06:20,flavor9,4,16384
2015-05-11 20:36:53,flavor8,4,8192
2015-05-11 22:05:45,flavor4,2,2048
2015-05-11 22:53:51,flavor2,1,2048
2015-05-12 01:42:19,flavor5,2,4096
2015-05-12 01:46:06,flavor14,16,32768
2015-05-12 01:59:15,flavor8,4,8192
2015-05-12 02:11:19,flavor8,4,8192
2015-05-12 02:11:19,flavor8,4,8192
2015-05-12 02:11:28,flavor8,4,8192
2015-05-12 02:11:29,flavor8,4,8192
2015-05-12 02:14:18,flavor8,4,8192
2015-05-12 02:45:10,flavor6,2,8192
2015-05-12 02:45:20,flavor6,2,8192
2015-05-12 02:45:20,flavor6,2,8192
2015-05-12 02:45:22,flavor5,2,4096
2015-05-12 02:45:22,flavor6,2,8192
2015-05-12 02:45:29,flavor8,4,8192
2015-05-12 02:45:29,flavor8,4,8192
2015-05-12 02:45:31,flavor5,2,4096
2015-05-12 02:45:31,flavor5,2,4096
2015-05-12 02:45:38,flavor5,2,4096
2015-05-12 02:45:49,flavor6,2,8192
2015-05-12 02:45:49,flavor5,2,4096
2015-05-12 02:45:49,flavor5,2,4096
2015-05-12 02:45:58,flavor6,2,8192
2015-05-12 18:52:21,flavor5,2,4096
2015-05-12 19:44:53,flavor8,4,8192
2015-05-12 19:44:53,flavor8,4,8192
2015-05-12 19:45:21,flavor8,4,8192
2015-05-12 19:45:38,flavor8,4,8192
2015-05-13 00:28:37,flavor11,8,16384
2015-05-13 00:28:38,flavor6,2,8192
2015-05-13 00:28:48,flavor9,4,16384
2015-05-13 01:21:17,flavor1,1,1024
2015-05-13 01:46:48,flavor1,1,1024
2015-05-13 01:46:51,flavor1,1,1024
2015-05-13 01:47:00,flavor1,1,1024
2015-05-13 02:24:16,flavor9,4,16384
2015-05-13 21:57:36,flavor5,2,4096
2015-05-13 21:57:44,flavor5,2,4096
2015-05-13 21:57:55,flavor5,2,4096
2015-05-13 22:06:48,flavor5,2,4096
2015-05-13 22:07:09,flavor2,1,2048
2015-05-13 22:07:47,flavor5,2,4096
2015-05-13 22:07:47,flavor6,2,8192
2015-05-13 22:09:11,flavor6,2,8192
2015-05-13 22:13:42,flavor11,8,16384
2015-05-13 22:14:50,flavor6,2,8192
2015-05-13 22:36:46,flavor1,1,1024
2015-05-13 23:44:27,flavor2,1,2048
2015-05-13 23:44:34,flavor2,1,2048
2015-05-13 23:44:34,flavor2,1,2048
2015-05-13 23:44:36,flavor2,1,2048
2015-05-13 23:44:43,flavor2,1,2048
2015-05-13 23:44:44,flavor2,1,2048
2015-05-13 23:48:02,flavor6,2,8192
2015-05-13 23:48:03,flavor6,2,8192
2015-05-14 00:09:39,flavor8,4,8192
2015-05-14 04:23:00,flavor3,1,4096
2015-05-14 04:24:33,flavor3,1,4096
2015-05-14 18:04:25,flavor6,2,8192
2015-05-14 20:51:55,flavor2,1,2048
2015-05-15 00:10:43,flavor13,16,16384
2015-05-15 00:10:43,flavor13,16,16384
2015-05-15 00:10:44,flavor13,16,16384
2015-05-15 00:10:45,flavor13,16,16384
2015-05-15 00:10:54,flavor13,16,16384
2015-05-15 00:21:05,flavor12,8,32768
2015-05-15 00:21:06,flavor12,8,32768
2015-05-15 00:21:14,flavor12,8,32768
2015-05-15 00:21:16,flavor12,8,32768
2015-05-15 00:21:16,flavor12,8,32768
2015-05-15 01:19:02,flavor11,8,16384
2015-05-15 01:23:35,flavor11,8,16384
2015-05-15 01:23:35,flavor8,4,8192
2015-05-15 01:23:36,flavor8,4,8192
2015-05-15 01:23:46,flavor8,4,8192
2015-05-15 01:23:56,flavor5,2,4096
2015-05-15 01:24:03,flavor5,2,4096
2015-05-15 01:24:13,flavor5,2,4096
2015-05-15 01:24:13,flavor5,2,4096
2015-05-15 01:24:23,flavor5,2,4096
2015-05-15 01:24:33,flavor5,2,4096
2015-05-15 01:24:33,flavor5,2,4096
2015-05-15 01:25:09,flavor5,2,4096
2015-05-15 01:25:11,flavor5,2,4096
2015-05-15 01:25:37,flavor5,2,4096
2015-05-15 01:25:38,flavor5,2,4096
2015-05-15 01:25:39,flavor5,2,4096
2015-05-15 01:25:46,flavor5,2,4096
2015-05-15 01:26:06,flavor5,2,4096
2015-05-15 01:28:45,flavor8,4,8192
2015-05-15 01:59:57,flavor6,2,8192
2015-05-15 02:00:05,flavor6,2,8192
2015-05-15 02:00:06,flavor6,2,8192
2015-05-15 02:26:53,flavor5,2,4096
2015-05-15 02:26:54,flavor5,2,4096
2015-05-15 02:27:11,flavor5,2,4096
2015-05-15 16:55:26,flavor7,4,4096
2015-05-17 16:24:42,flavor3,1,4096
2015-05-17 16:24:42,flavor3,1,4096
2015-05-17 16:24:51,flavor3,1,4096
2015-05-17 16:24:51,flavor3,1,4096
2015-05-17 16:24:52,flavor3,1,4096
2015-05-17 17:36:56,flavor5,2,4096
2015-05-17 19:16:16,flavor3,1,4096
2015-05-17 23:47:00,flavor12,8,32768
2015-05-17 23:59:59,flavor12,8,32768
2015-05-18 01:06:47,flavor5,2,4096
2015-05-18 01:06:54,flavor5,2,4096
2015-05-18 01:06:55,flavor5,2,4096
2015-05-18 01:06:56,flavor5,2,4096
2015-05-18 01:07:05,flavor5,2,4096
2015-05-18 01:13:40,flavor5,2,4096
2015-05-18 01:13:40,flavor5,2,4096
2015-05-18 01:13:57,flavor5,2,4096
2015-05-18 01:14:07,flavor5,2,4096
2015-05-18 01:14:16,flavor5,2,4096
2015-05-18 01:20:42,flavor5,2,4096
2015-05-18 01:20:51,flavor5,2,4096
2015-05-18 01:21:01,flavor5,2,4096
2015-05-18 01:22:24,flavor5,2,4096
2015-05-18 01:24:18,flavor5,2,4096
2015-05-18 03:29:52,flavor8,4,8192
2015-05-18 03:29:54,flavor8,4,8192
2015-05-18 20:17:21,flavor5,2,4096
2015-05-18 22:38:41,flavor7,4,4096
2015-05-19 01:07:28,flavor9,4,16384
2015-05-19 01:12:28,flavor11,8,16384
2015-05-19 02:57:46,flavor9,4,16384
